Attrition,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,DistanceFromHome,AgeGroup,TenureGroup
1,28,Male,Research & Development,Laboratory Technician,1,2367,0,4,2,6,4,0,17,Under 30,3-5 Years
0,38,Male,Sales,Sales Representative,1,2858,0,1,2,20,1,0,1,30-39,0-2 Years
0,35,Female,Sales,Sales Executive,2,5204,1,4,3,10,10,0,7,30-39,6-10 Years
0,27,Male,Sales,Sales Executive,2,4105,0,4,3,7,7,0,9,Under 30,6-10 Years
0,32,Male,Research & Development,Manufacturing Director,2,9679,0,4,3,8,1,0,5,30-39,0-2 Years
1,31,Male,Sales,Sales Executive,2,5617,1,4,3,10,10,0,26,30-39,6-10 Years
1,53,Male,Sales,Sales Executive,3,10448,1,1,2,15,2,2,24,50+,0-2 Years
0,54,Female,Research & Development,Research Scientist,2,2897,0,3,2,9,4,2,9,50+,3-5 Years
0,33,Male,Research & Development,Healthcare Representative,2,5968,0,3,3,9,9,2,7,30-39,6-10 Years
0,43,Male,Research & Development,Healthcare Representative,3,7510,0,3,3,10,10,0,11,40-49,6-10 Years
0,38,Male,Human Resources,Human Resources,1,2991,1,2,3,7,6,1,1,30-39,6-10 Years
0,55,Male,Human Resources,Manager,5,19636,1,2,3,35,10,1,26,50+,6-10 Years
0,31,Female,Research & Development,Laboratory Technician,1,1129,1,4,3,1,1,0,2,30-39,0-2 Years
0,39,Male,Sales,Sales Executive,4,13341,0,1,3,21,20,11,15,30-39,10+ Years
0,42,Male,Research & Development,Research Scientist,2,4332,0,3,3,20,20,3,23,40-49,10+ Years
0,31,Female,Research & Development,Research Director,3,11031,0,3,4,13,11,4,10,30-39,10+ Years
0,54,Female,Research & Development,Manufacturing Director,2,4440,1,1,3,9,5,1,10,50+,3-5 Years
0,24,Male,Research & Development,Healthcare Representative,2,4617,0,3,2,4,4,1,1,Under 30,3-5 Years
0,23,Male,Research & Development,Laboratory Technician,1,2647,0,4,4,5,5,1,12,Under 30,3-5 Years
0,40,Female,Research & Development,Laboratory Technician,2,6323,0,3,4,10,10,9,11,30-39,6-10 Years
0,40,Female,Sales,Sales Executive,2,5677,0,2,3,15,11,5,2,30-39,10+ Years
0,25,Female,Human Resources,Human Resources,1,2187,0,2,3,6,2,1,2,Under 30,0-2 Years
0,30,Male,Research & Development,Laboratory Technician,1,3748,0,2,2,12,12,1,1,Under 30,10+ Years
0,25,Male,Research & Development,Laboratory Technician,1,3977,1,3,2,7,2,0,2,Under 30,0-2 Years
0,47,Male,Research & Development,Healthcare Representative,3,8633,0,3,3,25,17,12,25,40-49,10+ Years
0,33,Male,Research & Development,Laboratory Technician,1,2008,0,3,2,1,1,0,1,30-39,0-2 Years
0,38,Male,Sales,Sales Executive,2,4440,0,2,3,16,15,5,1,30-39,10+ Years
0,31,Male,Sales,Sales Representative,1,3067,0,3,3,3,2,1,2,30-39,0-2 Years
0,38,Male,Research & Development,Manufacturing Director,2,5321,0,3,3,10,8,7,6,30-39,6-10 Years
0,42,Male,Research & Development,Research Scientist,2,5410,1,1,2,9,4,1,18,40-49,3-5 Years
0,41,Male,Research & Development,Research Scientist,1,2782,0,4,3,12,5,1,1,40-49,3-5 Years
0,47,Female,Research & Development,Research Director,3,11957,0,2,1,14,13,5,1,40-49,10+ Years
0,35,Male,Research & Development,Laboratory Technician,1,2660,1,3,3,5,2,2,11,30-39,0-2 Years
0,22,Male,Research & Development,Research Scientist,1,3375,0,3,4,4,3,1,1,Under 30,3-5 Years
0,35,Male,Research & Development,Research Scientist,2,5098,0,3,3,10,10,0,9,30-39,6-10 Years
0,33,Female,Research & Development,Healthcare Representative,2,4878,1,4,3,10,9,8,15,30-39,6-10 Years
0,32,Female,Research & Development,Laboratory Technician,1,2837,0,2,3,6,6,4,29,30-39,6-10 Years
0,40,Male,Research & Development,Laboratory Technician,1,2406,0,4,2,8,1,0,1,30-39,0-2 Years
0,32,Male,Sales,Sales Representative,1,2269,0,2,3,3,2,2,1,30-39,0-2 Years
0,39,Male,Research & Development,Research Scientist,2,4108,0,4,3,18,7,1,24,30-39,6-10 Years
0,38,Female,Research & Development,Research Director,3,13206,0,3,3,20,18,1,10,30-39,10+ Years
0,32,Female,Sales,Sales Executive,3,10422,0,4,3,14,14,5,1,30-39,10+ Years
0,37,Female,Research & Development,Research Director,3,13744,1,4,3,16,16,6,10,30-39,10+ Years
0,25,Female,Sales,Sales Executive,2,4907,1,3,2,6,5,0,8,Under 30,3-5 Years
0,52,Male,Sales,Sales Representative,1,3482,0,4,2,16,9,0,29,50+,6-10 Years
0,44,Male,Research & Development,Research Scientist,1,2436,1,4,3,6,4,1,1,40-49,3-5 Years
0,21,Male,Sales,Sales Representative,1,2380,1,1,3,2,2,1,5,Under 30,0-2 Years
0,39,Male,Research & Development,Manager,5,19431,0,4,2,21,6,1,9,30-39,6-10 Years
1,23,Male,Sales,Sales Representative,1,1790,0,1,2,1,1,1,9,Under 30,0-2 Years
0,36,Female,Sales,Sales Executive,3,7644,0,4,3,10,9,3,3,30-39,6-10 Years
0,36,Female,Research & Development,Manufacturing Director,2,5131,0,2,3,18,4,0,4,30-39,3-5 Years
0,56,Male,Research & Development,Healthcare Representative,2,6306,0,3,2,13,13,1,1,50+,10+ Years
1,29,Male,Research & Development,Research Scientist,1,4787,1,4,4,4,2,2,1,Under 30,0-2 Years
0,42,Male,Research & Development,Manager,5,18880,0,3,2,24,22,4,2,40-49,10+ Years
1,56,Male,Research & Development,Laboratory Technician,1,2339,0,3,1,14,10,9,7,50+,6-10 Years
0,41,Female,Research & Development,Manufacturing Director,4,13570,0,2,3,21,20,0,28,40-49,10+ Years
0,34,Female,Sales,Sales Executive,2,6712,0,3,3,8,8,1,28,30-39,6-10 Years
0,36,Male,Sales,Sales Executive,2,5406,0,4,2,15,15,11,15,30-39,10+ Years
0,41,Male,Sales,Sales Executive,2,8938,0,2,3,14,5,0,3,40-49,3-5 Years
0,32,Male,Research & Development,Research Scientist,1,2439,0,1,3,4,4,1,2,30-39,3-5 Years
0,35,Female,Human Resources,Human Resources,3,8837,1,4,3,9,9,1,26,30-39,6-10 Years
0,38,Female,Sales,Sales Executive,2,5343,0,4,3,10,10,1,10,30-39,6-10 Years
1,50,Male,Sales,Sales Executive,2,6728,0,3,3,12,6,0,1,40-49,6-10 Years
0,36,Female,Sales,Sales Executive,2,6652,0,4,2,8,6,0,11,30-39,6-10 Years
0,45,Female,Sales,Sales Executive,2,4850,0,3,3,8,5,0,20,40-49,3-5 Years
0,40,Male,Research & Development,Research Scientist,1,2809,0,3,3,8,2,2,2,30-39,0-2 Years
0,35,Male,Research & Development,Healthcare Representative,2,5689,1,3,4,10,10,0,18,30-39,6-10 Years
0,40,Female,Research & Development,Research Scientist,1,2001,0,3,3,20,5,0,2,30-39,3-5 Years
0,35,Female,Research & Development,Research Scientist,1,2977,0,4,3,4,4,1,1,30-39,3-5 Years
0,29,Male,Research & Development,Laboratory Technician,2,4025,1,2,3,10,4,0,13,Under 30,3-5 Years
0,29,Female,Research & Development,Research Scientist,1,3785,0,1,1,5,5,0,28,Under 30,3-5 Years
1,50,Male,Sales,Sales Executive,3,10854,1,1,3,20,3,2,28,40-49,3-5 Years
0,39,Female,Sales,Sales Executive,4,12031,0,4,2,21,20,9,24,30-39,10+ Years
0,31,Male,Research & Development,Manufacturing Director,2,9936,0,1,3,10,9,1,5,30-39,6-10 Years
0,26,Female,Sales,Sales Representative,1,2966,0,3,3,5,4,0,5,Under 30,3-5 Years
0,36,Male,Research & Development,Laboratory Technician,2,2571,0,4,3,17,5,0,23,30-39,3-5 Years
0,39,Male,Research & Development,Healthcare Representative,3,9991,0,1,3,9,7,1,6,30-39,6-10 Years
0,27,Male,Research & Development,Manufacturing Director,2,6142,1,2,3,6,6,0,4,Under 30,6-10 Years
0,49,Male,Sales,Sales Executive,2,5390,0,2,2,17,9,0,2,40-49,6-10 Years
0,34,Male,Research & Development,Laboratory Technician,2,4404,0,3,4,6,4,1,8,30-39,3-5 Years
